"","sample_id","raw_score","ips_score","RSI","daaset","Cluster"
"273","SS_UL0001",0.812553410485221,3,0.0141231000000018,"BD2","OPC2"
"274","SS_UL0002",1.72829361719231,6,-0.0267823999999973,"BD2","OPC1"
"275","SS_UL0005",2.12098274631407,7,-0.0562659999999973,"BD2","OPC1"
"276","SS_UL0010",2.11125567959301,7,0.141684800000003,"BD2","OPC1"
"277","SS_UL0011",1.14294831410089,4,0.0230818000000027,"BD2","OPC3"
"278","SS_UL0012",1.48614873748595,5,-0.0592705999999973,"BD2","OPC3"
"279","SS_UL0014",1.46497049209609,5,0.0337804000000027,"BD2","OPC1"
"280","SS_UL0017",1.53946966274226,5,0.137131400000003,"BD2","OPC1"
"281","SS_UL0018",1.17588611681457,4,0.0187150000000027,"BD2","OPC1"
"282","SS_VUMC_OP_3558",1.06335875300677,4,0.119965200000003,"BD2","OPC1"
"283","SS_INT_0520",1.54483751220312,5,0.123406500000002,"BD2","OPC1"
"284","SS_INT_0320",1.48856074520889,5,0.111719200000003,"BD2","OPC3"
"285","SS_SBA0037",1.22065979424052,4,0.0574497000000018,"BD2","OPC3"
"286","SS_SBA_0007",0.728493819108169,2,0.0426633000000024,"BD2","OPC2"
"287","GSM966745",1.25234734206921,4,0.00655240000000277,"metanalysis","OPC2"
"288","GSM966763",0.315265430785425,1,-0.00756449999999878,"metanalysis","OPC2"
"289","GSM966770",1.41380614126599,5,-0.0136623999999973,"metanalysis","OPC1"
"290","GSM966778",1.44165523085448,5,-0.0584931999999973,"metanalysis","OPC3"
"291","GSM966782",1.202650716365,4,0.0618477000000018,"metanalysis","OPC2"
"292","GSM966785",1.7271533280771,6,-0.0832790999999982,"metanalysis","OPC3"
"293","GSM966786",1.29383159772663,4,-0.180741399999997,"metanalysis","OPC1"
"294","GSM966791",1.9285185751994,6,-0.0639191999999973,"metanalysis","OPC3"
"295","GSM966796",1.19282938635498,4,-0.100375299999998,"metanalysis","OPC3"
"296","GSM966797",0.584099532975164,2,-0.0373209999999985,"metanalysis","OPC3"
"297","GSM966798",1.53315254602808,5,0.0619146000000028,"metanalysis","OPC1"
"298","GSM966807",1.42436425655112,5,0.142784300000002,"metanalysis","OPC2"
